Year,Player,Pos,Age,Tm,G,GS,PTS,Minutes Played,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,Spencer Hawes,PF,26,CHO,35,1,244,626,14.8,0.545,5.6,20.2,12.8,16.1,1,3.6,14.7,19.6,0.3,0.8,1.1,0.086,-1.8,1.2,-0.6,0.2,104,218,0.477,16,55,0.291,88,163,0.54,0.514,30,34,0.882,32,114,127,68,15,30,40,61,254
2016,Spencer Hawes,PF,26,MIL,19,0,80,171,18.6,0.62,4.1,26.3,15.3,17.7,0.6,2.1,11.9,20.3,0.4,0.2,0.6,0.16,1,-1,0,0.1,30,59,0.508,9,26,0.346,21,33,0.636,0.585,14,18,0.778,6,39,39,21,2,5,9,16,83
2016,Gordon Hayward,SF,24,UTA,73,73,1537,2516,22.2,0.595,2.3,15.4,9,18.2,1.5,0.6,9.4,27.6,7.1,3.3,10.4,0.199,4.2,0,4.2,4,545,1156,0.471,149,374,0.398,396,782,0.506,0.536,362,429,0.844,49,344,342,275,82,23,140,117,1601
2016,Gerald Henderson,SG,27,PHI,72,41,636,1667,10.8,0.529,2.2,10,6.1,10.5,1.2,0.7,9,17.9,1,1,2.1,0.059,-1.8,-1.2,-3.1,-0.5,234,553,0.423,61,173,0.353,173,380,0.455,0.478,133,165,0.806,34,151,161,122,46,17,62,129,662
2016,John Henson,C,24,MIL,58,39,376,1123,15.3,0.55,9.6,20.8,15.3,7.7,1.3,6.1,13,16.6,1.1,1.6,2.7,0.115,-2.6,2.5,-0.1,0.5,159,309,0.515,0,1,0,159,308,0.516,0.515,74,107,0.692,92,203,257,62,32,89,53,151,392
2016,Juan Hernangomez,PF,19,DEN,62,9,293,842,13.3,0.592,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.103,-0.1,-1.2,-1.3,0.1,101,224,0.451,46,113,0.407,55,111,0.495,0.554,57,76,0.75,43,144,163,32,32,14,31,62,305
2016,Willy Hernangomez,C,20,NYK,72,22,564,1324,18.9,0.564,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,3.4,0.123,-0.6,0.6,0,0.7,246,465,0.529,4,15,0.267,242,450,0.538,0.533,91,125,0.728,170,332,437,105,46,41,100,150,587
2016,Mario Hezonja,SF,19,ORL,65,2,304,960,7.2,0.45,2.2,14.7,8.3,9.6,1.5,1.2,14.1,18.8,-1.4,0.7,-0.7,-0.034,-4.8,-1,-5.8,-0.9,117,330,0.355,43,144,0.299,74,186,0.398,0.42,40,50,0.8,20,126,127,68,34,16,58,74,317
2016,Roy Hibbert,C,28,TOT,48,13,212,682,13.6,0.614,8.7,16.2,12.4,4.6,0.6,5.9,15.1,14,1,0.8,1.8,0.13,-2.9,1.9,-1.1,0.2,80,147,0.544,0,0,0,80,147,0.544,0.544,61,75,0.813,54,100,134,23,9,52,32,100,221
2016,Roy Hibbert,C,28,CHO,42,13,208,671,13.5,0.613,8.6,16.3,12.5,4.5,0.6,5.8,14.9,14,1,0.8,1.8,0.13,-2.9,1.8,-1.1,0.1,78,144,0.542,0,0,0,78,144,0.542,0.542,61,75,0.813,53,99,132,22,9,50,31,97,217
2016,Roy Hibbert,C,28,DEN,6,0,4,11,16.3,0.667,10.1,10,10,13.5,0,14.1,25,15.5,0,0,0,0.118,-1.9,5.1,3.2,0,2,3,0.667,0,0,0,2,3,0.667,0.667,0,0,0,1,1,2,1,0,2,1,3,4
2016,Buddy Hield,SG,21,TOT,82,55,831,1888,11.8,0.54,2,13.5,7.8,10.3,1,0.4,11.2,21.4,0,1.3,1.3,0.032,-0.9,-1.9,-2.8,-0.4,327,768,0.426,148,379,0.391,179,389,0.46,0.522,64,76,0.842,35,234,234,132,43,10,101,115,866
2016,Buddy Hield,SG,21,NOP,57,37,468,1161,9.9,0.502,1.7,13.4,7.5,10.3,0.8,0.5,9,20.4,-0.4,0.9,0.5,0.019,-1.9,-1.7,-3.6,-0.5,185,472,0.392,89,241,0.369,96,231,0.416,0.486,29,33,0.879,19,147,144,84,20,8,48,81,488
2016,Buddy Hield,SG,21,SAC,25,18,363,727,14.9,0.6,2.6,13.6,8.2,10.3,1.4,0.3,14.4,22.9,0.4,0.4,0.8,0.053,0.8,-2.2,-1.5,0.1,142,296,0.48,59,138,0.428,83,158,0.525,0.579,35,43,0.814,16,87,90,48,22,2,53,34,378
2016,Nene Hilario,C,32,HOU,67,8,585,1198,18.9,0.63,8.6,16.9,12.8,8.6,2.2,2.7,13.1,19.7,2.5,1.6,4.1,0.165,-0.4,0.9,0.5,0.8,245,397,0.617,3,9,0.333,242,388,0.624,0.621,116,197,0.589,95,186,244,71,63,46,73,163,609
2016,George Hill,PG,28,UTA,49,49,796,1544,19.3,0.599,1.8,10.5,6.2,22.6,1.7,0.6,10.9,23.5,4,1.9,5.9,0.182,3.8,-0.3,3.6,2.2,289,606,0.477,94,233,0.403,195,373,0.523,0.554,157,196,0.801,23,144,145,221,56,13,85,114,829
2016,Jordan Hill,C,27,MIN,7,0,12,47,5.5,0.432,19.6,15.1,17.4,0,1.1,0,22.4,16.8,-0.1,0,0,-0.033,-6.7,-6.2,-12.9,-0.1,5,13,0.385,0,0,0,5,13,0.385,0.385,2,2,1,8,6,12,0,1,0,4,9,12
2016,Solomon Hill,SF,23,NOP,80,71,540,2374,8,0.528,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,2.7,0.055,-1.8,1.5,-0.3,1,183,477,0.384,94,270,0.348,89,207,0.43,0.482,103,128,0.805,51,256,267,154,80,36,82,182,563
2016,Darrun Hilliard,SG,21,DET,39,1,122,381,5.9,0.459,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.2,-0.027,-5,-1.1,-6.1,-0.4,47,126,0.373,12,46,0.261,35,80,0.438,0.421,21,28,0.75,2,31,29,36,12,2,28,39,127
2016,Jrue Holiday,PG,24,NOP,67,61,988,2190,17.1,0.532,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.2,2.6,3.8,0.084,1.2,0.5,1.7,2,405,894,0.453,100,281,0.356,305,613,0.498,0.509,119,168,0.708,46,218,230,532,112,49,194,133,1029
2016,Justin Holiday,SG,25,NYK,82,4,604,1639,12.7,0.549,1.8,13.1,7.4,9.2,2,1.5,10.3,16.9,1.3,1.2,2.5,0.073,-0.3,-0.8,-1.1,0.4,233,538,0.433,97,273,0.355,136,265,0.513,0.523,66,80,0.825,27,198,196,111,73,35,66,109,629
2016,Rondae Hollis-Jefferson,SF,20,BRK,78,50,648,1761,13.7,0.517,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,0.4,2.2,2.6,0.07,-2.9,1.9,-1,0.4,235,542,0.434,15,67,0.224,220,475,0.463,0.447,190,253,0.751,96,356,393,168,92,50,116,177,675
2016,Richaun Holmes,C,21,PHI,57,17,537,1193,18.6,0.611,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,3.7,0.151,0.2,1.5,1.7,1.1,230,412,0.558,27,77,0.351,203,335,0.606,0.591,72,103,0.699,94,217,271,63,47,63,55,136,559
2016,Rodney Hood,SG,22,UTA,59,55,718,1593,12.4,0.522,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,0.7,1.9,2.6,0.078,-0.3,-0.9,-1.2,0.3,272,666,0.408,114,307,0.371,158,359,0.44,0.494,90,115,0.783,16,186,176,105,43,13,65,132,748
2016,Al Horford,C,28,BOS,68,68,914,2193,17.7,0.553,4.9,18.6,11.8,24.4,1.2,3.3,11.9,19.8,3.6,2.7,6.3,0.137,1,2.1,3.1,2.8,379,801,0.473,86,242,0.355,293,559,0.524,0.527,108,135,0.8,95,369,404,367,58,99,116,138,952
2016,Danuel House,SG,21,WAS,1,0,0,1,12.2,0,0,100,56.4,0,0,0,0,0,0,0,0,0.163,-16.4,-4.4,-20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016,Dwight Howard,C,29,ATL,74,74,962,2199,20.8,0.627,15,31.7,23.5,7.8,1.4,3.6,17.5,19.2,3.8,4.5,8.3,0.181,-0.5,2.8,2.3,2.4,388,613,0.633,0,2,0,388,611,0.635,0.633,226,424,0.533,296,644,818,113,72,105,170,203,1002
2016,Marcelo Huertas,PG,31,LAL,23,1,60,237,9.1,0.417,0.9,10.5,5.5,30.8,2.1,0.7,20.1,17,-0.2,0.1,-0.1,-0.025,-4.6,-2.4,-7,-0.3,25,68,0.368,4,19,0.211,21,49,0.429,0.397,9,17,0.529,2,22,21,57,11,2,19,16,63
2016,Josh Huestis,PF,23,OKC,2,0,13,31,26.1,0.612,14.3,17.9,16.1,15.5,0,7.7,0,15.7,0.1,0,0.2,0.265,3.9,1.8,5.7,0.1,6,11,0.545,2,4,0.5,4,7,0.571,0.636,0,1,0,4,5,8,3,0,3,0,0,14
2016,Kris Humphries,PF,29,ATL,56,4,247,689,13.6,0.514,9.7,23,16.4,6.4,1.1,2.6,10.1,17.6,0.6,1.1,1.6,0.115,-3,0.3,-2.7,-0.1,87,214,0.407,19,54,0.352,68,160,0.425,0.451,64,82,0.78,60,146,179,32,17,24,28,69,257
2016,R.J. Hunter,SG,21,CHI,3,0,0,9,-3.2,0,0,12.1,6,0,0,0,0,4.8,0,0,0,-0.088,-9.4,-2.1,-11.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016,Serge Ibaka,PF,25,TOT,79,79,1126,2422,16.4,0.566,5.7,19,12.2,5.2,0.8,4.2,9.2,20.9,2.5,2.6,5.1,0.101,-0.5,0.1,-0.4,1,471,982,0.48,124,317,0.391,347,665,0.522,0.543,107,125,0.856,129,409,468,82,46,141,105,215,1173
2016,Serge Ibaka,PF,25,ORL,56,56,812,1710,17.5,0.569,6.2,18.5,12.2,5.9,1,4.3,8.2,20.8,2.1,1.7,3.8,0.108,-0.1,0.4,0.3,1,343,703,0.488,83,214,0.388,260,489,0.532,0.547,77,91,0.846,100,282,332,65,38,104,66,139,846
2016,Serge Ibaka,PF,25,TOR,23,23,314,712,13.8,0.556,4.6,20.1,12.4,3.3,0.5,4,11.7,20.9,0.4,0.8,1.3,0.085,-1.5,-0.5,-2.1,0,128,279,0.459,41,103,0.398,87,176,0.494,0.532,30,34,0.882,29,127,136,16,8,38,39,76,327
2016,Andre Iguodala,SF,31,GSW,76,0,551,1998,14.4,0.624,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,4.1,2.9,6.9,0.167,1.3,1.7,3,2.5,219,415,0.528,64,177,0.362,155,238,0.651,0.605,72,102,0.706,51,253,264,286,85,44,58,97,574
2016,Ersan Ilyasova,PF,27,TOT,82,52,1028,2142,14.6,0.546,5.9,18.8,12.4,11,1.3,0.9,10.6,22.2,1.8,2.3,4.1,0.091,0.3,-0.8,-0.5,0.8,384,890,0.431,142,402,0.353,242,488,0.496,0.511,161,207,0.778,115,366,418,154,65,26,116,211,1071
2016,Ersan Ilyasova,PF,27,OKC,3,0,14,62,6.9,0.469,3.6,25,14.3,2.2,2.4,1.3,20,13.7,-0.1,0.1,0,0.012,-5.8,-0.4,-6.3,-0.1,6,16,0.375,3,12,0.25,3,4,0.75,0.469,0,0,0,2,14,14,1,3,1,4,5,15
2016,Ersan Ilyasova,PF,27,PHI,53,40,755,1447,15.4,0.553,5.4,18.5,12,11.5,1.1,0.8,9.9,23.6,1.4,1.3,2.6,0.087,0.9,-1.3,-0.4,0.6,285,648,0.44,107,298,0.359,178,350,0.509,0.522,109,142,0.768,71,243,273,106,37,16,78,133,786
2016,Ersan Ilyasova,PF,27,ATL,26,12,259,633,13.5,0.53,7.4,18.7,13.1,10.6,1.7,1.1,11.8,19.9,0.5,0.9,1.4,0.106,-0.6,0.5,-0.2,0.3,93,226,0.412,32,92,0.348,61,134,0.455,0.482,52,65,0.8,42,109,131,47,25,9,34,73,270
2016,Joe Ingles,SF,27,UTA,82,26,558,1972,12.4,0.604,1.4,13.5,7.6,17.1,2.6,0.3,18.2,13.9,2,3,5,0.122,0.9,1.8,2.7,2.3,204,451,0.452,123,279,0.441,81,172,0.471,0.589,50,68,0.735,23,237,226,244,108,9,107,163,581
2016,Brandon Ingram,SF,17,LAL,79,40,710,2279,8.5,0.474,2.8,12.8,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.3,-0.007,-3.1,-0.7,-3.8,-1.1,276,686,0.402,55,187,0.294,221,499,0.443,0.442,133,214,0.621,60,257,276,181,56,41,116,158,740
2016,Kyrie Irving,PG,22,CLE,72,72,1743,2525,23,0.58,2.3,7.5,5,29.7,1.6,0.8,10.3,30.8,7.4,1.5,8.9,0.17,4.8,-2.3,2.5,2.9,671,1420,0.473,177,441,0.401,494,979,0.505,0.535,297,328,0.905,52,178,200,456,93,29,180,157,1816
2016,Jarrett Jack,PG,31,NOP,2,0,6,33,7.7,0.773,0,0,0,20.3,3,0,43.6,9.2,0,0,0,0.06,-5.3,-4.1,-9.3,-0.1,2,3,0.667,0,1,0,2,2,1,0.667,2,2,1,0,0,0,5,2,0,3,4,6
2016,Demetrius Jackson,PG,20,BOS,5,0,10,17,30.8,0.753,13.2,13,13.1,28.2,0,0,0,17.3,0.1,0,0.1,0.386,9.2,-2.8,6.4,0,3,4,0.75,1,1,1,2,3,0.667,0.875,3,6,0.5,2,2,3,3,0,0,0,0,10
2016,Pierre Jackson,PG,23,DAL,8,1,34,84,13,0.416,1.3,11.6,6.2,38,1.2,0,6.7,25.3,0,0.1,0,0.021,-1.7,-2.8,-4.4,-0.1,13,39,0.333,3,11,0.273,10,28,0.357,0.372,6,7,0.857,1,8,8,21,2,0,3,5,35
2016,Reggie Jackson,PG,24,DET,52,50,722,1424,14.9,0.51,1.6,7.3,4.3,30.3,1.2,0.3,13.4,26.4,0.8,1.2,1.9,0.065,0.6,-2.1,-1.4,0.2,284,677,0.419,66,184,0.359,218,493,0.442,0.468,118,136,0.868,21,92,98,294,39,6,114,129,752
2016,LeBron James,SF,30,CLE,74,74,1876,2794,27,0.619,4,20.7,12.6,41.3,1.6,1.3,16.1,30,9.8,3,12.9,0.221,6.8,1.6,8.4,7.3,736,1344,0.548,124,342,0.363,612,1002,0.611,0.594,358,531,0.674,97,543,557,704,103,50,303,134,1954
2016,Al Jefferson,C,30,IND,66,1,514,931,18.9,0.526,9.2,24.2,16.8,11,1,1.5,6.1,26.1,1.2,1.1,2.3,0.119,-1.5,-1.5,-3.1,-0.3,235,471,0.499,0,1,0,235,470,0.5,0.499,65,85,0.765,75,203,242,62,21,18,33,125,535
2016,Richard Jefferson,SF,34,CLE,79,13,430,1614,8.2,0.574,2,11.5,6.9,6.6,0.8,0.5,11.8,12.2,1.3,0.8,2.1,0.063,-1.3,-1,-2.4,-0.1,153,343,0.446,62,186,0.333,91,157,0.58,0.536,80,108,0.741,28,174,176,85,29,11,52,153,448
2016,John Jenkins,SG,23,PHO,4,0,7,13,17.3,0.595,0,8.6,4.2,11.5,0,0,0,18.9,0,0,0,0.167,1.4,-5.5,-4.1,0,2,5,0.4,1,2,0.5,1,3,0.333,0.5,2,2,1,0,1,1,1,0,0,0,0,7
2016,Brandon Jennings,PG,25,TOT,81,13,554,1802,12.1,0.479,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,0.7,1,1.7,0.046,-0.8,-2.2,-3,-0.4,192,535,0.359,79,252,0.313,113,283,0.399,0.433,114,152,0.75,29,167,171,431,78,6,128,116,577
2016,Brandon Jennings,PG,25,NYK,58,11,476,1428,12.7,0.508,1.6,9.9,5.7,28.6,1.9,0.3,17.8,18.1,0.8,0.7,1.5,0.052,-0.3,-2.2,-2.5,-0.2,163,429,0.38,68,200,0.34,95,229,0.415,0.459,102,135,0.756,21,131,132,313,62,6,106,84,496
2016,Brandon Jennings,PG,25,WAS,23,2,78,374,9.7,0.357,2.4,10.8,6.6,37.2,2,0,16.2,15.8,-0.1,0.3,0.2,0.025,-2.6,-2.1,-4.7,-0.3,29,106,0.274,11,52,0.212,18,54,0.333,0.325,12,17,0.706,8,36,38,118,17,0,22,32,81
2016,Jonas Jerebko,PF,27,BOS,78,6,287,1232,9.3,0.537,5.5,19.1,12.3,8.1,1,1.1,12.3,11.4,0.8,1.3,2.1,0.081,-2.4,0.3,-2.1,0,114,262,0.435,45,130,0.346,69,132,0.523,0.521,26,37,0.703,60,213,238,77,29,19,39,122,299
2016,Amir Johnson,PF,27,BOS,80,77,499,1608,15,0.628,8.2,17,12.6,13,1.6,3.2,15.7,13.6,2.9,2.1,5,0.149,-0.2,2.4,2.2,1.7,213,370,0.576,27,66,0.409,186,304,0.612,0.612,67,100,0.67,117,248,318,153,58,71,77,211,520
2016,Brice Johnson,PF,20,LAC,3,0,4,9,17.2,0.286,12.8,24.2,18.6,18.6,11.1,9.1,12.5,39.8,-0.1,0,0,-0.164,-10.7,12,1.3,0,2,7,0.286,0,0,0,2,7,0.286,0.286,0,0,0,1,2,3,1,2,1,1,0,4
2016,James Johnson,PF,27,MIA,76,5,936,2085,17,0.564,3.5,16.6,9.9,20.9,1.8,3.2,16.5,22,1.9,3.2,5.1,0.117,0.5,2.2,2.7,2.5,368,769,0.479,87,256,0.34,281,513,0.548,0.535,152,215,0.707,66,309,326,301,85,98,171,197,975
2016,Joe Johnson,SF,33,UTA,78,14,686,1843,12.8,0.542,2.1,12.7,7.6,12.6,1,0.8,9.5,18.5,1.7,2.1,3.8,0.099,-0.1,-0.1,-0.2,0.8,273,626,0.436,106,258,0.411,167,368,0.454,0.521,63,77,0.818,33,209,211,157,40,21,69,93,715
2016,Stanley Johnson,SF,18,DET,77,1,325,1371,7.2,0.436,2.8,12.7,7.5,10.5,2.1,1.5,15.5,14.8,-1.4,1.8,0.4,0.012,-3.8,1.8,-2,0,129,365,0.353,45,154,0.292,84,211,0.398,0.415,36,53,0.679,36,153,164,114,63,27,71,121,339
2016,Tyler Johnson,PG,22,MIA,73,0,962,2178,15.9,0.535,2.5,12.5,7.4,16.6,1.9,1.6,8.8,20.9,3.1,2.7,5.8,0.128,0.7,0.7,1.5,1.9,357,824,0.433,93,250,0.372,264,574,0.46,0.49,195,254,0.768,50,243,255,254,94,50,90,176,1002
2016,Wesley Johnson,SF,27,LAC,68,3,179,810,8.4,0.448,3.7,20.8,12.5,3.9,1.8,3,8,12.5,-0.3,1.2,0.9,0.051,-3.4,1.6,-1.8,0,73,200,0.365,29,118,0.246,44,82,0.537,0.438,11,17,0.647,26,155,157,25,32,34,18,83,186
2016,Nikola Jokic,C,19,DEN,73,59,1172,2038,26.4,0.64,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,7.7,2,9.7,0.229,6.2,2.2,8.3,5.3,494,854,0.578,45,139,0.324,449,715,0.628,0.605,188,228,0.825,212,506,625,391,68,64,171,214,1221
2016,Dahntay Jones,SF,34,CLE,1,0,9,12,14.7,0.461,9.5,8.9,9.2,14.5,0,0,9.3,39.9,0,0,0,-0.03,-3.8,-7.1,-10.9,0,3,8,0.375,0,2,0,3,6,0.5,0.375,3,4,0.75,1,1,2,1,0,0,1,1,9
2016,Damian Jones,C,19,GSW,10,0,18,85,5.3,0.466,12.4,17,14.8,0,0.6,3.7,22.7,13.4,-0.1,0.1,0,0.018,-7.5,-2.1,-9.6,-0.2,8,16,0.5,0,0,0,8,16,0.5,0.5,3,10,0.3,9,14,20,0,1,5,6,15,19
2016,Derrick Jones,SF,17,PHO,32,8,161,545,12,0.604,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-0.5,-0.5,-1.1,0.1,68,121,0.562,3,11,0.273,65,110,0.591,0.574,29,41,0.707,39,40,69,13,16,15,13,63,168
2016,James Jones,SF,34,CLE,48,2,127,381,11.3,0.655,0.9,9.8,5.5,5.2,0.9,2.1,9,13,0.6,0.2,0.8,0.104,0,-1.5,-1.5,0,44,92,0.478,31,66,0.47,13,26,0.5,0.647,13,20,0.65,3,35,33,15,8,11,10,37,132
2016,Terrence Jones,PF,23,TOT,54,12,561,1270,16.1,0.516,5.4,20.2,12.7,7.3,1.5,3.5,7.8,21.4,0.4,1.9,2.3,0.087,-2.7,1.3,-1.4,0.2,231,491,0.47,19,75,0.253,212,416,0.51,0.49,103,170,0.606,65,241,266,63,45,62,48,67,584
2016,Terrence Jones,PF,23,NOP,51,12,561,1264,16.2,0.519,5.4,20,12.6,7.4,1.5,3.4,7.9,21.4,0.5,1.8,2.3,0.089,-2.6,1.3,-1.3,0.2,231,488,0.473,19,75,0.253,212,413,0.513,0.493,103,170,0.606,65,238,264,63,44,60,48,67,584
2016,Terrence Jones,PF,23,MIL,3,0,0,6,1.5,0,0,57.6,29.1,0,8.5,14.7,0,22.8,-0.1,0,0,-0.312,-26.7,6.6,-20.1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,1,1,0,0,0
2016,Tyus Jones,PG,18,MIN,60,0,201,774,13.8,0.523,1.5,8.7,5,28,3.1,0.6,16,13.6,1,0.6,1.5,0.095,-0.4,-1.5,-1.9,0,75,181,0.414,26,73,0.356,49,108,0.454,0.486,33,43,0.767,10,57,58,170,53,6,38,50,209
2016,DeAndre Jordan,C,26,LAC,81,81,988,2570,21.8,0.673,13.3,34.6,24.2,5.7,1,4.3,13.2,15.3,7.2,4.6,11.8,0.22,1,3,4,3.9,412,577,0.714,0,2,0,412,575,0.717,0.714,205,425,0.482,297,817,969,105,58,154,116,212,1029
2016,Cory Joseph,SG,23,TOR,80,22,710,2003,13.2,0.518,2.9,10.4,6.6,20,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.082,-0.4,-0.4,-0.8,0.6,299,661,0.452,48,135,0.356,251,526,0.477,0.489,94,122,0.77,51,184,204,289,74,15,108,140,740
2016,Frank Kaminsky,C,21,CHO,75,16,839,1954,13,0.502,3.2,15.8,9.5,13.5,1.2,1.5,8,21.8,0.4,1.9,2.3,0.056,-0.8,-0.7,-1.5,0.2,320,802,0.399,116,354,0.328,204,448,0.455,0.471,118,156,0.756,57,279,292,177,53,39,76,139,874
2016,Enes Kanter,C,22,OKC,72,0,992,1533,23.7,0.599,14.1,20.8,17.4,7.9,1,2,12.5,27.3,4,1.8,5.8,0.183,0.6,-1.9,-1.2,0.3,402,737,0.545,5,38,0.132,397,699,0.568,0.549,224,285,0.786,195,287,419,73,36,43,123,154,1033
2016,Ryan Kelly,PF,23,ATL,16,0,24,110,7.8,0.408,1,16.7,9,10.2,1.8,3.9,11.5,13.7,-0.1,0.2,0.1,0.029,-6.2,2.3,-3.9,-0.1,8,28,0.286,4,10,0.4,4,18,0.222,0.357,5,6,0.833,1,17,16,9,4,6,4,5,25
2016,Michael Kidd-Gilchrist,SF,21,CHO,81,81,713,2349,14.3,0.528,7.3,19.3,13.2,7.4,1.7,2.9,7.4,14.6,2.7,3.1,5.8,0.119,-2,2.2,0.2,1.3,295,618,0.477,1,9,0.111,294,609,0.483,0.478,152,194,0.784,156,409,492,124,91,88,56,187,743
2016,Sean Kilpatrick,SG,25,BRK,70,24,882,1754,13.1,0.546,1.3,15.4,8.4,14.6,1.2,0.3,13.9,23.9,0.3,1.1,1.4,0.039,-1.2,-1.8,-3,-0.4,305,735,0.415,105,308,0.341,200,427,0.468,0.486,204,242,0.843,22,258,244,171,52,7,136,118,919
2016,Brandon Knight,SG,23,PHO,54,5,571,1140,12.3,0.502,2.3,9.1,5.6,17.8,1.1,0.4,13.1,25,0.1,0.2,0.3,0.013,-1.5,-3,-4.5,-0.7,209,525,0.398,45,139,0.324,164,386,0.425,0.441,132,154,0.857,25,93,103,142,30,6,89,87,595
2016,Kyle Korver,SG,33,TOT,67,22,651,1753,12.1,0.635,0.5,11,5.9,9.4,1,1,11.5,15.2,2.3,1.3,3.7,0.101,0.8,-1,-0.2,0.8,239,515,0.464,162,359,0.451,77,156,0.494,0.621,38,42,0.905,8,179,163,120,38,24,69,107,678
2016,Kyle Korver,SG,33,ATL,32,21,293,894,10.9,0.591,0.1,10.8,5.5,12.6,1.3,1.2,13.4,14.5,0.7,0.9,1.6,0.088,-0.5,0.1,-0.4,0.4,108,246,0.439,65,159,0.409,43,87,0.494,0.571,24,27,0.889,1,89,78,82,26,15,40,47,305
2016,Kyle Korver,SG,33,CLE,35,1,358,859,13.5,0.677,0.9,11.2,6.2,6.1,0.6,0.8,9.5,15.8,1.6,0.4,2,0.114,2.2,-2.2,0,0.4,131,269,0.487,97,200,0.485,34,69,0.493,0.667,14,15,0.933,7,90,84,38,12,9,29,60,373
2016,Kosta Koufos,C,25,SAC,71,62,451,1419,13.8,0.56,9.7,22.9,16.4,5.3,1.3,3.1,12.7,15.3,1.2,1.4,2.6,0.089,-2.6,0.7,-1.9,0,216,392,0.551,0,1,0,216,391,0.552,0.551,38,62,0.613,118,285,351,51,40,55,61,172,470
2016,Mindaugas Kuzminskas,SF,25,NYK,68,5,408,1016,12.4,0.533,5,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.2,-2.5,-2.7,-0.2,158,369,0.428,54,168,0.321,104,201,0.517,0.501,55,68,0.809,47,79,110,75,32,13,51,79,425
2016,Skal Labissiere,PF,18,SAC,33,12,277,612,16.8,0.577,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-1.7,-0.9,-2.6,-0.1,117,218,0.537,3,8,0.375,114,210,0.543,0.544,52,74,0.703,51,111,141,29,18,15,37,64,289
2016,Jeremy Lamb,SG,22,CHO,62,5,579,1143,17,0.55,2.9,22.7,12.7,11.3,1.2,1.8,6.8,23.2,1.4,1.3,2.7,0.115,-0.8,-0.8,-1.7,0.1,226,491,0.46,41,146,0.281,185,345,0.536,0.502,110,129,0.853,30,234,230,82,30,26,40,98,603
2016,Nicolas Laprovittola,PG,25,SAS,18,3,57,174,8.4,0.579,0.7,5.7,3.3,23,1.2,0.5,27.2,18.2,0,0.2,0.2,0.044,-2.5,-2.4,-4.9,-0.1,20,47,0.426,10,27,0.37,10,20,0.5,0.532,9,9,1,1,9,9,31,4,1,19,19,59
2016,Joffrey Lauvergne,PF-C,23,TOT,70,1,360,980,12.6,0.509,8,20.1,14.1,10.8,1.3,0.5,13.2,18.5,0.4,1.1,1.5,0.075,-2.3,-0.9,-3.2,-0.3,148,336,0.44,33,98,0.337,115,238,0.483,0.49,46,73,0.63,72,179,218,76,28,7,56,83,375
2016,Joffrey Lauvergne,PF,23,OKC,50,0,275,739,12.9,0.531,7.6,19.8,13.7,10.3,1.2,0.6,12.9,17.8,0.6,0.8,1.4,0.091,-1.9,-1,-2.9,-0.2,111,244,0.455,27,78,0.346,84,166,0.506,0.51,37,58,0.638,51,132,159,56,20,7,40,71,286
2016,Joffrey Lauvergne,C,23,CHI,20,1,85,241,11.6,0.451,9.3,21.2,15.2,12.2,1.5,0,14,20.8,-0.2,0.3,0.1,0.025,-3.5,-0.6,-4.1,-0.1,37,92,0.402,6,20,0.3,31,72,0.431,0.435,9,15,0.6,21,47,59,21,8,0,16,12,89
2016,Zach LaVine,SG,19,MIN,47,47,853,1749,14.6,0.576,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,2.5,0.4,3,0.082,2.1,-2.4,-0.3,0.8,326,710,0.459,120,310,0.387,206,400,0.515,0.544,117,140,0.836,18,141,138,152,46,11,85,104,889
